state,license_number,legal_name,dba,address,city,state_code,zip,issue_date,expiration_date,status,license_type,source_file_name,parsed_at
Washington,604112886,7-ELEVEN #14435F,,3908 TERRACE HEIGHTS DR,YAKIMA,WA,98901,,2026-04-30,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604115421,7-ELEVEN #23895D,,12355 15TH AVE NE,SEATTLE,WA,98125,,2026-04-30,Expired,0056,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604115421,7-ELEVEN #15755F,,1901 LARCH WAY,LYNNWOOD,WA,98036,,2026-04-30,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,603502056,SMOKE CITY FOR LESS,,3600 W CLEARWATER AVE STE B,KENNEWICK,WA,99336,,2026-04-30,Expired,0057,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,603502056,SMOKE CITY FOR LESS,,3600 W CLEARWATER AVE STE B,KENNEWICK,WA,99336,,2026-04-30,Expired,0056,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,603502056,SMOKE CITY FOR LESS,,3600 W CLEARWATER AVE STE B,KENNEWICK,WA,99336,,2026-04-30,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,603502056,SMOKE CITY FOR LESS,,3600 W CLEARWATER AVE STE B,KENNEWICK,WA,99336,,2026-04-30,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604114854,TRIPLE D CORNER MARKET,,1100 E BROADWAY ST,GOLDENDALE,WA,98620,,2026-04-30,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604114854,TRIPLE D CORNER MARKET,,1100 E BROADWAY ST,GOLDENDALE,WA,98620,,2026-04-30,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604109099,BREWCO MARKETING GROUP,,"2ND AVE NORTH, & WEST HARRISON ST",KENT,WA,98032,,2026-05-31,Expired,0060,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604095194,NOPAL MEXICAN FAMILY RESTAURANT & BAR,,6104 PORTAL WAY,FERNDALE,WA,98248,,2026-03-31,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604095194,NOPAL MEXICAN FAMILY RESTAURANT & BAR,,6104 PORTAL WAY,FERNDALE,WA,98248,,2026-03-31,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604121954,TT MINI MART,,5603 RAINIER AVE S,SEATTLE,WA,98118,,2026-05-31,Expired,0056,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604121954,TT MINI MART,,5603 RAINIER AVE S,SEATTLE,WA,98118,,2026-05-31,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604121954,TT MINI MART,,5603 RAINIER AVE S,SEATTLE,WA,98118,,2026-05-31,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604120619,PIONEER SMOKE SHOP,,313A 1ST AVE S,SEATTLE,WA,98104,,2026-05-31,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604120619,PIONEER SMOKE SHOP,,313A 1ST AVE S,SEATTLE,WA,98104,,2026-05-31,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604120619,PIONEER SMOKE SHOP,,313A 1ST AVE S,SEATTLE,WA,98104,,2026-05-31,Expired,0056,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604165054,SPOKANE CIGAR &TOBACCO SHOP,,3609 N DIVISION ST,SPOKANE,WA,99207,,2025-10-31,Expired,0061,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604165054,SPOKANE CIGAR &TOBACCO SHOP,,3609 N DIVISION ST,SPOKANE,WA,99207,,2025-10-31,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604165054,SPOKANE CIGAR &TOBACCO SHOP,,3609 N DIVISION ST,SPOKANE,WA,99207,,2025-10-31,Expired,0056,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604165054,SPOKANE CIGAR &TOBACCO SHOP,,3609 N DIVISION ST,SPOKANE,WA,99207,,2025-10-31,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604131438,PADDY COYNE'S IRISH PUB,,2801 ALASKAN WAY,SEATTLE,WA,98121,,2026-05-31,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,601707833,ARCO AM/PM #82832,,11600 124TH AVE NE,KIRKLAND,WA,98034,,2026-04-30,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,601707833,ARCO AM/PM #82832,,11600 124TH AVE NE,KIRKLAND,WA,98034,,2026-04-30,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,601707833,ARCO AM/PM #82832,,11600 124TH AVE NE,KIRKLAND,WA,98034,,2026-04-30,Expired,0056,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604115421,7-ELEVEN #15755F,,1901 LARCH WAY,LYNNWOOD,WA,98036,,2026-04-30,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604115421,7-ELEVEN #23895D,,12355 15TH AVE NE,SEATTLE,WA,98125,,2026-04-30,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604115421,7-ELEVEN #15755F,,1901 LARCH WAY,LYNNWOOD,WA,98036,,2026-04-30,Expired,0056,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604115421,7-ELEVEN #23895D,,12355 15TH AVE NE,SEATTLE,WA,98125,,2026-04-30,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,603502056,SMOKE CITY FOR LESS,,3600 W CLEARWATER AVE STE B,KENNEWICK,WA,99336,,2026-04-30,Expired,0061,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604107037,CAPITOL LAKE GROCERY,,511 CAPITOL WAY S,OLYMPIA,WA,98501,,2026-03-31,Expired,0056,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604107037,CAPITOL LAKE GROCERY,,511 CAPITOL WAY S,OLYMPIA,WA,98501,,2026-03-31,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604107037,CAPITOL LAKE GROCERY,,511 CAPITOL WAY S,OLYMPIA,WA,98501,,2026-03-31,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604126062,HEIGHTS FAMILY FOODS,,2113 5TH AVE,CLARKSTON,WA,99403,,2026-05-31,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604126062,HEIGHTS FAMILY FOODS,,2113 5TH AVE,CLARKSTON,WA,99403,,2026-05-31,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604105915,ZIK SEATTTLE SMOKE SHOP,,419 CEDAR ST,SEATTLE,WA,98121,,2026-04-30,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604105915,ZIK SEATTTLE SMOKE SHOP,,419 CEDAR ST,SEATTLE,WA,98121,,2026-04-30,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604105915,ZIK SEATTTLE SMOKE SHOP,,419 CEDAR ST,SEATTLE,WA,98121,,2026-04-30,Expired,0056,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604062417,PURE VAPE,,3135 SKYWAY CIR,MELBOURNE,FL,32934,,2026-03-31,Expired,0059,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604093338,PACIFIC MINI MART,,18 S WASHINGTON ST,KENNEWICK,WA,99336,,2026-02-28,Expired,0056,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604093338,PACIFIC MINI MART,,18 S WASHINGTON ST,KENNEWICK,WA,99336,,2026-02-28,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604093338,PACIFIC MINI MART,,18 S WASHINGTON ST,KENNEWICK,WA,99336,,2026-02-28,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604115205,WEILE ONE STOP,,45 E WEILE AVE,SPOKANE,WA,99208,,2026-04-30,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604115205,WEILE ONE STOP,,45 E WEILE AVE,SPOKANE,WA,99208,,2026-04-30,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604115205,WEILE ONE STOP,,45 E WEILE AVE,SPOKANE,WA,99208,,2026-04-30,Expired,0056,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,603502056,SMOKE CITY FOR LESS,,4525 N ROAD 68 STE F,PASCO,WA,99301,,2026-04-30,Expired,0056,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,603502056,SMOKE CITY FOR LESS,,4525 N ROAD 68 STE F,PASCO,WA,99301,,2026-04-30,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,603502056,SMOKE CITY FOR LESS,,4525 N ROAD 68 STE F,PASCO,WA,99301,,2026-04-30,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,603286259,VAPORLAND DISTRIBUTION,,4430 W RIVERBEND AVE,POST FALLS,ID,83854,,2026-03-31,Expired,0057,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,603380292,COULEE GAS,,212 MIDWAY AVE,GRAND COULEE,WA,99133,,2026-02-28,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,603380292,COULEE GAS,,212 MIDWAY AVE,GRAND COULEE,WA,99133,,2026-02-28,Expired,0056,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,603380292,COULEE GAS,,212 MIDWAY AVE,GRAND COULEE,WA,99133,,2026-02-28,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,602101513,CEDARCREST GOLF COURSE,,6810 84TH ST NE,MARYSVILLE,WA,98270,,2026-03-31,Expired,0060,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604126044,ON THE WAY,,3021 E WELLESLEY AVE,SPOKANE,WA,99217,,2026-05-31,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604126044,ON THE WAY,,3021 E WELLESLEY AVE,SPOKANE,WA,99217,,2026-05-31,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604126044,ON THE WAY,,3021 E WELLESLEY AVE,SPOKANE,WA,99217,,2026-05-31,Expired,0056,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604195365,HUMBLEJUICECO,,4645 INDUSTRIAL ST,SIMI VALLEY,CA,93063,,2026-03-31,Expired,0057,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604115921,NEWBERRY MARKET,,16108 ASH WAY,LYNNWOOD,WA,98087,,2026-04-30,Expired,0056,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604115921,NEWBERRY MARKET,,16108 ASH WAY,LYNNWOOD,WA,98087,,2026-04-30,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604115921,NEWBERRY MARKET,,16108 ASH WAY,LYNNWOOD,WA,98087,,2026-04-30,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,602101513,WALTER E HALL GOLF COURSE,,1226 W CASINO RD,EVERETT,WA,98204,,2026-03-31,Expired,0060,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604106141,SANDY'S DELI,,120 NE STATE ROUTE 300,BELFAIR,WA,98528,,2026-03-31,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604106141,SANDY'S DELI,,120 NE STATE ROUTE 300,BELFAIR,WA,98528,,2026-03-31,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604106141,SANDY'S DELI,,120 NE STATE ROUTE 300,BELFAIR,WA,98528,,2026-03-31,Expired,0056,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604127819,"BEST TOBACCO, INC.",,1506 PACIFIC AVE,EVERETT,WA,98201,,2026-05-31,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604127819,"BEST TOBACCO, INC.",,1506 PACIFIC AVE,EVERETT,WA,98201,,2026-05-31,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604127819,"BEST TOBACCO, INC.",,1506 PACIFIC AVE,EVERETT,WA,98201,,2026-05-31,Expired,0056,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604121061,HIGHLANDS FOOD MART,,1190 SUNSET BLVD NE,RENTON,WA,98056,,2026-05-31,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604121061,HIGHLANDS FOOD MART,,1190 SUNSET BLVD NE,RENTON,WA,98056,,2026-05-31,Expired,0056,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604121061,HIGHLANDS FOOD MART,,1190 SUNSET BLVD NE,RENTON,WA,98056,,2026-05-31,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604092253,TAYON'S MARKET,,810 W WINE COUNTRY RD,GRANDVIEW,WA,98930,,2026-02-28,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,603622673,LIQUOR & MORE,,5217 N MARKET ST,SPOKANE,WA,99217,,2026-05-31,Expired,0056,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,603622673,LIQUOR & MORE,,5217 N MARKET ST,SPOKANE,WA,99217,,2026-05-31,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,603622673,LIQUOR & MORE,,5217 N MARKET ST,SPOKANE,WA,99217,,2026-05-31,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604162956,STREAMLINE VAPE CO LLC,,470 MIRROR CT,HENDERSON,NV,89011,,2026-04-30,Expired,0057,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604162956,STREAMLINE VAPE CO LLC,,470 MIRROR CT,HENDERSON,NV,89011,,2026-04-30,Expired,0059,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604126098,GRAHAM'S BEST STORE,,19921 MERIDIAN AVE E,GRAHAM,WA,98338,,2026-05-31,Expired,0056,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604126098,GRAHAM'S BEST STORE,,19921 MERIDIAN AVE E,GRAHAM,WA,98338,,2026-05-31,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,602611472,TIGER MOUNTAIN COUNTRY STORE,,14331 ISSAQUAH HOBART RD SE,ISSAQUAH,WA,98027,,2026-05-31,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,602611472,TIGER MOUNTAIN COUNTRY STORE,,14331 ISSAQUAH HOBART RD SE,ISSAQUAH,WA,98027,,2026-05-31,Expired,0056,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,602611472,TIGER MOUNTAIN COUNTRY STORE,,14331 ISSAQUAH HOBART RD SE,ISSAQUAH,WA,98027,,2026-05-31,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,603202340,COLVILLE LIQUOR & WINE,,140 PONDEROSA RD,COLVILLE,WA,99114,,2026-04-30,Expired,0056,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,603202340,COLVILLE LIQUOR & WINE,,140 PONDEROSA RD,COLVILLE,WA,99114,,2026-04-30,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,603202340,COLVILLE LIQUOR & WINE,,140 PONDEROSA RD,COLVILLE,WA,99114,,2026-04-30,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604117953,LITTLE DELI MART,,5622 1ST AVE S,SEATTLE,WA,98108,,2026-04-30,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604117953,LITTLE DELI MART,,5622 1ST AVE S,SEATTLE,WA,98108,,2026-04-30,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,602101513,JACKSON PARK GOLF COURSE,,1000 NE 135TH ST,SEATTLE,WA,98125,,2026-03-31,Expired,0060,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604109099,BREWCO MARKETING GROUP,,31001 144TH AVE SE,KENT,WA,98042,,2026-05-31,Expired,0060,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,602101513,LEGION MEMORIAL GOLF COURSE,,144 W MARINE VIEW DR,EVERETT,WA,98201,,2026-03-31,Expired,0060,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,603285368,ELMA SHELL PIZZA & BURGER,,305 S 3RD ST,ELMA,WA,98541,,2026-03-31,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,603285368,ELMA SHELL PIZZA & BURGER,,305 S 3RD ST,ELMA,WA,98541,,2026-03-31,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,603285368,ELMA SHELL PIZZA & BURGER,,305 S 3RD ST,ELMA,WA,98541,,2026-03-31,Expired,0056,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,603490648,WASHINGTON NATIONAL GOLF CLUB,,14330 SE HUSKY WAY,AUBURN,WA,98092,,2026-03-31,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,603490648,WASHINGTON NATIONAL GOLF CLUB,,14330 SE HUSKY WAY,AUBURN,WA,98092,,2026-03-31,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604126098,GRAHAM'S BEST STORE,,19921 MERIDIAN AVE E,GRAHAM,WA,98338,,2026-05-31,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604107328,KWIK N KLEEN CARWASH AND SHELL,,1710 FREEWAY DR,MOUNT VERNON,WA,98273,,2026-03-31,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604107328,KWIK N KLEEN CARWASH AND SHELL,,1710 FREEWAY DR,MOUNT VERNON,WA,98273,,2026-03-31,Expired,0056,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,604107328,KWIK N KLEEN CARWASH AND SHELL,,1710 FREEWAY DR,MOUNT VERNON,WA,98273,,2026-03-31,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,603293490,SHORELINE CIGAR LAND,,15407 WETMINSTER WAY N #5-C,SHORELINE,WA,98133,,2026-04-30,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,603293490,SHORELINE CIGAR LAND,,15407 WETMINSTER WAY N #5-C,SHORELINE,WA,98133,,2026-04-30,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,397013804,KRACKER BARREL STORE,,48851 US-12,NACHES,WA,98937,,2026-05-31,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,397013804,KRACKER BARREL STORE,,48851 US-12,NACHES,WA,98937,,2026-05-31,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,602884212,COOL MART,,101 E 1ST ST,GRANGER,WA,98932,,2026-01-31,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,602884212,COOL MART,,101 E 1ST ST,GRANGER,WA,98932,,2026-01-31,Expired,0056,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,602884212,COOL MART,,101 E 1ST ST,GRANGER,WA,98932,,2026-01-31,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,602119558,SAMMAMISH HIGHLANDS 76,,740 228TH AVE NE,SAMMAMISH,WA,98074,,2026-05-31,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,602119558,SAMMAMISH HIGHLANDS 76,,740 228TH AVE NE,SAMMAMISH,WA,98074,,2026-05-31,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,602119558,SAMMAMISH HIGHLANDS 76,,740 228TH AVE NE,SAMMAMISH,WA,98074,,2026-05-31,Expired,0056,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,603490648,THE PLATEAU CLUB,,25625 E PLATEAU DR,SAMMAMISH,WA,98074,,2026-03-31,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,603490648,THE PLATEAU CLUB,,25625 E PLATEAU DR,SAMMAMISH,WA,98074,,2026-03-31,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
Washington,602481038,NOAH'S GROCERY,,4700 50TH AVE S,SEATTLE,WA,98118,,2026-03-31,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:05Z
